date,series,adjusted_close
2021-07-01,NVDA,19.43178939819336
2021-08-01,NVDA,22.311777114868164
2021-09-01,NVDA,20.64823341369629
2021-10-01,NVDA,25.483360290527344
2021-11-01,NVDA,32.56911087036133
2021-12-01,NVDA,29.318374633789062
2022-01-01,NVDA,24.408889770507812
2022-02-01,NVDA,24.308208465576172
2022-03-01,NVDA,27.204702377319336
2022-04-01,NVDA,18.491741180419922
2022-05-01,NVDA,18.61637306213379
2022-06-01,NVDA,15.117030143737793
2022-07-01,NVDA,18.112712860107422
2022-08-01,NVDA,15.052207946777344
2022-09-01,NVDA,12.108989715576172
2022-10-01,NVDA,13.463631629943848
2022-11-01,NVDA,16.885480880737305
2022-12-01,NVDA,14.581600189208984
2023-01-01,NVDA,19.49368667602539
2023-02-01,NVDA,23.164531707763672
2023-03-01,NVDA,27.72012710571289
2023-04-01,NVDA,27.692182540893555
2023-05-01,NVDA,37.75653839111328
2023-06-01,NVDA,42.219749450683594
2023-07-01,NVDA,46.638145446777344
2023-08-01,NVDA,49.25904083251953
2023-09-01,NVDA,43.417999267578125
2023-10-01,NVDA,40.70405960083008
2023-11-01,NVDA,46.68290710449219
2023-12-01,NVDA,49.43413162231445
2024-01-01,NVDA,61.4178352355957
2024-02-01,NVDA,78.97162628173828
2024-03-01,NVDA,90.19991302490234
2024-04-01,NVDA,86.25275421142578
2024-05-01,NVDA,109.44361877441406
2024-06-01,NVDA,123.33670806884766
2024-07-01,NVDA,116.82743072509766
2024-08-01,NVDA,119.17356872558594
2024-09-01,NVDA,121.25054168701172
2024-10-01,NVDA,132.55287170410156
2024-11-01,NVDA,138.03431701660156
2024-12-01,NVDA,134.08975219726562
2025-01-01,NVDA,119.89094543457031
2025-02-01,NVDA,124.73371124267578
2025-03-01,NVDA,108.22832489013672
2025-04-01,NVDA,108.76756286621094
2025-05-01,NVDA,134.94091796875
2025-06-01,NVDA,157.7798614501953
2025-07-01,NVDA,177.63340759277344
2025-08-01,NVDA,173.94830322265625
2025-09-01,NVDA,186.3423309326172
2025-10-01,NVDA,202.23207092285156
2025-11-01,NVDA,176.7745361328125
2025-12-01,NVDA,186.27281188964844
2026-01-01,NVDA,190.8971710205078
2026-02-01,NVDA,176.97415161132812
2026-03-01,NVDA,174.1969757080078
2026-04-01,NVDA,199.33767700195312
2026-05-01,NVDA,210.8942108154297
2026-06-01,NVDA,200.08999633789062
2026-07-01,NVDA,200.75
2026-08-01,NVDA,225.22999572753906
2016-09-01,MRVL,12.39022445678711
2016-10-01,MRVL,12.166135787963867
